,id,filepath,label,category
1769,02 - Politique dautruche_25,train/sing/02 - Politique dautruche_25.wav,1,train
1770,02 - Politique dautruche_26,train/nosing/02 - Politique dautruche_26.wav,0,train
1771,02 - Politique dautruche_27,train/sing/02 - Politique dautruche_27.wav,1,train
1772,02 - Politique dautruche_28,train/nosing/02 - Politique dautruche_28.wav,0,train
1773,02 - Politique dautruche_29,train/sing/02 - Politique dautruche_29.wav,1,train
1774,02 - Politique dautruche_30,train/nosing/02 - Politique dautruche_30.wav,0,train
1775,02 - Politique dautruche_31,train/sing/02 - Politique dautruche_31.wav,1,train
1776,02 - Politique dautruche_32,train/nosing/02 - Politique dautruche_32.wav,0,train
1777,02 - Politique dautruche_33,train/sing/02 - Politique dautruche_33.wav,1,train
1778,02 - Politique dautruche_34,train/nosing/02 - Politique dautruche_34.wav,0,train
1779,02 - Politique dautruche_35,train/sing/02 - Politique dautruche_35.wav,1,train
1780,02 - Politique dautruche_36,train/nosing/02 - Politique dautruche_36.wav,0,train
1781,02 - Politique dautruche_37,train/sing/02 - Politique dautruche_37.wav,1,train
1782,02 - Politique dautruche_38,train/nosing/02 - Politique dautruche_38.wav,0,train
1783,02 - Politique dautruche_39,train/sing/02 - Politique dautruche_39.wav,1,train
1784,02 - Politique dautruche_40,train/nosing/02 - Politique dautruche_40.wav,0,train
1785,02 - Open your eyes_0,train/nosing/02 - Open your eyes_0.wav,0,train
1786,02 - Open your eyes_1,train/sing/02 - Open your eyes_1.wav,1,train
1787,02 - Open your eyes_2,train/nosing/02 - Open your eyes_2.wav,0,train
1788,02 - Open your eyes_3,train/sing/02 - Open your eyes_3.wav,1,train
1789,02 - Open your eyes_4,train/nosing/02 - Open your eyes_4.wav,0,train
1790,02 - Open your eyes_5,train/sing/02 - Open your eyes_5.wav,1,train
1791,02 - Open your eyes_6,train/nosing/02 - Open your eyes_6.wav,0,train
1792,02 - Open your eyes_7,train/sing/02 - Open your eyes_7.wav,1,train
1793,02 - Open your eyes_8,train/nosing/02 - Open your eyes_8.wav,0,train
1794,02 - Open your eyes_9,train/sing/02 - Open your eyes_9.wav,1,train
1795,02 - Open your eyes_10,train/nosing/02 - Open your eyes_10.wav,0,train
1796,02 - Open your eyes_11,train/sing/02 - Open your eyes_11.wav,1,train
1797,02 - Open your eyes_12,train/nosing/02 - Open your eyes_12.wav,0,train
1798,02 - Open your eyes_13,train/sing/02 - Open your eyes_13.wav,1,train
1799,02 - Open your eyes_14,train/nosing/02 - Open your eyes_14.wav,0,train
1800,02 - Open your eyes_15,train/sing/02 - Open your eyes_15.wav,1,train
1801,02 - Open your eyes_16,train/nosing/02 - Open your eyes_16.wav,0,train
1802,02 - Open your eyes_17,train/sing/02 - Open your eyes_17.wav,1,train
1803,02 - Open your eyes_18,train/nosing/02 - Open your eyes_18.wav,0,train
1804,02 - Open your eyes_19,train/sing/02 - Open your eyes_19.wav,1,train
1805,02 - Open your eyes_20,train/nosing/02 - Open your eyes_20.wav,0,train
1806,02 - Open your eyes_21,train/sing/02 - Open your eyes_21.wav,1,train
1807,02 - Open your eyes_22,train/nosing/02 - Open your eyes_22.wav,0,train
1808,02 - Open your eyes_23,train/sing/02 - Open your eyes_23.wav,1,train
1809,02 - Open your eyes_24,train/nosing/02 - Open your eyes_24.wav,0,train
1810,02 - Open your eyes_25,train/sing/02 - Open your eyes_25.wav,1,train
1811,02 - Open your eyes_26,train/nosing/02 - Open your eyes_26.wav,0,train
1812,02 - Open your eyes_27,train/sing/02 - Open your eyes_27.wav,1,train
1813,02 - Open your eyes_28,train/nosing/02 - Open your eyes_28.wav,0,train
1814,02 - Open your eyes_29,train/sing/02 - Open your eyes_29.wav,1,train
1815,02 - Open your eyes_30,train/nosing/02 - Open your eyes_30.wav,0,train
1816,02 - Open your eyes_31,train/sing/02 - Open your eyes_31.wav,1,train
1817,02 - Open your eyes_32,train/nosing/02 - Open your eyes_32.wav,0,train
1818,02 - Open your eyes_33,train/sing/02 - Open your eyes_33.wav,1,train
1819,02 - Open your eyes_34,train/nosing/02 - Open your eyes_34.wav,0,train
1820,02 - Once Again_0,train/nosing/02 - Once Again_0.wav,0,train
1821,02 - Once Again_1,train/sing/02 - Once Again_1.wav,1,train
1822,02 - Once Again_2,train/nosing/02 - Once Again_2.wav,0,train
1823,02 - Once Again_3,train/sing/02 - Once Again_3.wav,1,train
1824,02 - Once Again_4,train/nosing/02 - Once Again_4.wav,0,train
1825,02 - Once Again_5,train/sing/02 - Once Again_5.wav,1,train
1826,02 - Once Again_6,train/nosing/02 - Once Again_6.wav,0,train
1827,02 - Once Again_7,train/sing/02 - Once Again_7.wav,1,train
1828,02 - Once Again_8,train/nosing/02 - Once Again_8.wav,0,train
1829,02 - Once Again_9,train/sing/02 - Once Again_9.wav,1,train
1830,02 - Once Again_10,train/nosing/02 - Once Again_10.wav,0,train
1831,02 - Once Again_11,train/sing/02 - Once Again_11.wav,1,train
1832,02 - Once Again_12,train/nosing/02 - Once Again_12.wav,0,train
1833,02 - Once Again_13,train/sing/02 - Once Again_13.wav,1,train
1834,02 - Once Again_14,train/nosing/02 - Once Again_14.wav,0,train
1835,02 - Once Again_15,train/sing/02 - Once Again_15.wav,1,train
1836,02 - Once Again_16,train/nosing/02 - Once Again_16.wav,0,train
1837,02 - Once Again_17,train/sing/02 - Once Again_17.wav,1,train
1838,02 - Once Again_18,train/nosing/02 - Once Again_18.wav,0,train
1839,02 - Once Again_19,train/sing/02 - Once Again_19.wav,1,train
1840,02 - Once Again_20,train/nosing/02 - Once Again_20.wav,0,train
1841,02 - Once Again_21,train/sing/02 - Once Again_21.wav,1,train
1842,02 - Once Again_22,train/nosing/02 - Once Again_22.wav,0,train
1843,02 - Once Again_23,train/sing/02 - Once Again_23.wav,1,train
1844,02 - Once Again_24,train/nosing/02 - Once Again_24.wav,0,train
1845,02 - Once Again_25,train/sing/02 - Once Again_25.wav,1,train
1846,02 - Once Again_26,train/nosing/02 - Once Again_26.wav,0,train
1847,02 - Once Again_27,train/sing/02 - Once Again_27.wav,1,train
1848,02 - Once Again_28,train/nosing/02 - Once Again_28.wav,0,train
1849,02 - Once Again_29,train/sing/02 - Once Again_29.wav,1,train
1850,02 - Once Again_30,train/nosing/02 - Once Again_30.wav,0,train
1851,02 - Once Again_31,train/sing/02 - Once Again_31.wav,1,train
1852,02 - Once Again_32,train/nosing/02 - Once Again_32.wav,0,train
1853,02 - Once Again_33,train/sing/02 - Once Again_33.wav,1,train
1854,02 - Once Again_34,train/nosing/02 - Once Again_34.wav,0,train
1855,02 - Once Again_35,train/sing/02 - Once Again_35.wav,1,train
1856,02 - Once Again_36,train/nosing/02 - Once Again_36.wav,0,train
1857,02 - Once Again_37,train/sing/02 - Once Again_37.wav,1,train
1858,02 - Once Again_38,train/nosing/02 - Once Again_38.wav,0,train
1859,02 - Once Again_39,train/sing/02 - Once Again_39.wav,1,train
1860,02 - Once Again_40,train/nosing/02 - Once Again_40.wav,0,train
1861,02 - Give me a sign_0,train/nosing/02 - Give me a sign_0.wav,0,train
1862,02 - Give me a sign_1,train/sing/02 - Give me a sign_1.wav,1,train
1863,02 - Give me a sign_2,train/nosing/02 - Give me a sign_2.wav,0,train
1864,02 - Give me a sign_3,train/sing/02 - Give me a sign_3.wav,1,train
1865,02 - Give me a sign_4,train/nosing/02 - Give me a sign_4.wav,0,train
1866,02 - Give me a sign_5,train/sing/02 - Give me a sign_5.wav,1,train
1867,02 - Give me a sign_6,train/nosing/02 - Give me a sign_6.wav,0,train
1868,02 - Give me a sign_7,train/sing/02 - Give me a sign_7.wav,1,train
1869,02 - Give me a sign_8,train/nosing/02 - Give me a sign_8.wav,0,train
1870,02 - Give me a sign_9,train/sing/02 - Give me a sign_9.wav,1,train
1871,02 - Give me a sign_10,train/nosing/02 - Give me a sign_10.wav,0,train
1872,02 - Give me a sign_11,train/sing/02 - Give me a sign_11.wav,1,train
1873,02 - Give me a sign_12,train/nosing/02 - Give me a sign_12.wav,0,train
1874,02 - Give me a sign_13,train/sing/02 - Give me a sign_13.wav,1,train
1875,02 - Give me a sign_14,train/nosing/02 - Give me a sign_14.wav,0,train
1876,02 - Give me a sign_15,train/sing/02 - Give me a sign_15.wav,1,train
1877,02 - Give me a sign_16,train/nosing/02 - Give me a sign_16.wav,0,train
1878,02 - Give me a sign_17,train/sing/02 - Give me a sign_17.wav,1,train
1879,02 - Give me a sign_18,train/nosing/02 - Give me a sign_18.wav,0,train
1880,02 - Give me a sign_19,train/sing/02 - Give me a sign_19.wav,1,train
1881,02 - Give me a sign_20,train/nosing/02 - Give me a sign_20.wav,0,train
1882,02 - Give me a sign_21,train/sing/02 - Give me a sign_21.wav,1,train
1883,02 - Give me a sign_22,train/nosing/02 - Give me a sign_22.wav,0,train
1884,02 - Give me a sign_23,train/sing/02 - Give me a sign_23.wav,1,train
1885,02 - Give me a sign_24,train/nosing/02 - Give me a sign_24.wav,0,train
1886,02 - Give me a sign_25,train/sing/02 - Give me a sign_25.wav,1,train
1887,02 - Give me a sign_26,train/nosing/02 - Give me a sign_26.wav,0,train
1888,02 - Give me a sign_27,train/sing/02 - Give me a sign_27.wav,1,train
1889,02 - Give me a sign_28,train/nosing/02 - Give me a sign_28.wav,0,train
1890,02 - Colombi_0,train/nosing/02 - Colombi_0.wav,0,train
1891,02 - Colombi_1,train/sing/02 - Colombi_1.wav,1,train
1892,02 - Colombi_2,train/nosing/02 - Colombi_2.wav,0,train
1893,02 - Colombi_3,train/sing/02 - Colombi_3.wav,1,train
1894,02 - Colombi_4,train/nosing/02 - Colombi_4.wav,0,train
1895,02 - Colombi_5,train/sing/02 - Colombi_5.wav,1,train
1896,02 - Colombi_6,train/nosing/02 - Colombi_6.wav,0,train
1897,02 - Colombi_7,train/sing/02 - Colombi_7.wav,1,train
1898,02 - Colombi_8,train/nosing/02 - Colombi_8.wav,0,train
1899,02 - Colombi_9,train/sing/02 - Colombi_9.wav,1,train
1900,02 - Colombi_10,train/nosing/02 - Colombi_10.wav,0,train
1901,02 - Colombi_11,train/sing/02 - Colombi_11.wav,1,train
1902,02 - Colombi_12,train/nosing/02 - Colombi_12.wav,0,train
1903,02 - Colombi_13,train/sing/02 - Colombi_13.wav,1,train
1904,02 - Colombi_14,train/nosing/02 - Colombi_14.wav,0,train
1905,02 - Colombi_15,train/sing/02 - Colombi_15.wav,1,train
1906,02 - Colombi_16,train/nosing/02 - Colombi_16.wav,0,train
1907,02 - Colombi_17,train/sing/02 - Colombi_17.wav,1,train
1908,02 - Colombi_18,train/nosing/02 - Colombi_18.wav,0,train
1909,02 - Colombi_19,train/sing/02 - Colombi_19.wav,1,train
1910,02 - Colombi_20,train/nosing/02 - Colombi_20.wav,0,train
1911,02 - Colombi_21,train/sing/02 - Colombi_21.wav,1,train
1912,02 - Colombi_22,train/nosing/02 - Colombi_22.wav,0,train
1913,02 - Colombi_23,train/sing/02 - Colombi_23.wav,1,train
1914,02 - Colombi_24,train/nosing/02 - Colombi_24.wav,0,train
1915,01 - The Final Rewind_0,train/nosing/01 - The Final Rewind_0.wav,0,train
1916,01 - The Final Rewind_1,train/sing/01 - The Final Rewind_1.wav,1,train
1917,01 - The Final Rewind_2,train/nosing/01 - The Final Rewind_2.wav,0,train
1918,01 - The Final Rewind_3,train/sing/01 - The Final Rewind_3.wav,1,train
1919,01 - The Final Rewind_4,train/nosing/01 - The Final Rewind_4.wav,0,train
1920,01 - The Final Rewind_5,train/sing/01 - The Final Rewind_5.wav,1,train
1921,01 - The Final Rewind_6,train/nosing/01 - The Final Rewind_6.wav,0,train
1922,01 - The Final Rewind_7,train/sing/01 - The Final Rewind_7.wav,1,train
1923,01 - The Final Rewind_8,train/nosing/01 - The Final Rewind_8.wav,0,train
1924,01 - The Final Rewind_9,train/sing/01 - The Final Rewind_9.wav,1,train
1925,01 - The Final Rewind_10,train/nosing/01 - The Final Rewind_10.wav,0,train
1926,01 - The Final Rewind_11,train/sing/01 - The Final Rewind_11.wav,1,train
1927,01 - The Final Rewind_12,train/nosing/01 - The Final Rewind_12.wav,0,train
1928,01 - The Final Rewind_13,train/sing/01 - The Final Rewind_13.wav,1,train
1929,01 - The Final Rewind_14,train/nosing/01 - The Final Rewind_14.wav,0,train
1930,01 - The Final Rewind_15,train/sing/01 - The Final Rewind_15.wav,1,train
1931,01 - The Final Rewind_16,train/nosing/01 - The Final Rewind_16.wav,0,train
1932,01 - The Final Rewind_17,train/sing/01 - The Final Rewind_17.wav,1,train
1933,01 - The Final Rewind_18,train/nosing/01 - The Final Rewind_18.wav,0,train
1934,01 - The Final Rewind_19,train/sing/01 - The Final Rewind_19.wav,1,train
1935,01 - The Final Rewind_20,train/nosing/01 - The Final Rewind_20.wav,0,train
1936,01 - The Final Rewind_21,train/sing/01 - The Final Rewind_21.wav,1,train
1937,01 - The Final Rewind_22,train/nosing/01 - The Final Rewind_22.wav,0,train
1938,01 - The Final Rewind_23,train/sing/01 - The Final Rewind_23.wav,1,train
1939,01 - The Final Rewind_24,train/nosing/01 - The Final Rewind_24.wav,0,train
1940,01 - The Final Rewind_25,train/sing/01 - The Final Rewind_25.wav,1,train
1941,01 - The Final Rewind_26,train/nosing/01 - The Final Rewind_26.wav,0,train
1942,01 - The Final Rewind_27,train/sing/01 - The Final Rewind_27.wav,1,train
1943,01 - The Final Rewind_28,train/nosing/01 - The Final Rewind_28.wav,0,train
1944,01 - The Final Rewind_29,train/sing/01 - The Final Rewind_29.wav,1,train
1945,01 - The Final Rewind_30,train/nosing/01 - The Final Rewind_30.wav,0,train
1946,01 - The Final Rewind_31,train/sing/01 - The Final Rewind_31.wav,1,train
1947,01 - The Final Rewind_32,train/nosing/01 - The Final Rewind_32.wav,0,train
1948,01 - The Final Rewind_33,train/sing/01 - The Final Rewind_33.wav,1,train
1949,01 - The Final Rewind_34,train/nosing/01 - The Final Rewind_34.wav,0,train
1950,01 - The Final Rewind_35,train/sing/01 - The Final Rewind_35.wav,1,train
1951,01 - The Final Rewind_36,train/nosing/01 - The Final Rewind_36.wav,0,train
1952,01 - The Final Rewind_37,train/sing/01 - The Final Rewind_37.wav,1,train
1953,01 - The Final Rewind_38,train/nosing/01 - The Final Rewind_38.wav,0,train
1954,01 - The Final Rewind_39,train/sing/01 - The Final Rewind_39.wav,1,train
1955,01 - The Final Rewind_40,train/nosing/01 - The Final Rewind_40.wav,0,train
1956,01 - The Final Rewind_41,train/sing/01 - The Final Rewind_41.wav,1,train
1957,01 - The Final Rewind_42,train/nosing/01 - The Final Rewind_42.wav,0,train
1958,01 - The Final Rewind_43,train/sing/01 - The Final Rewind_43.wav,1,train
1959,01 - The Final Rewind_44,train/nosing/01 - The Final Rewind_44.wav,0,train
1960,01 - The Final Rewind_45,train/sing/01 - The Final Rewind_45.wav,1,train
1961,01 - The Final Rewind_46,train/nosing/01 - The Final Rewind_46.wav,0,train
1962,01 - The Final Rewind_47,train/sing/01 - The Final Rewind_47.wav,1,train
1963,01 - The Final Rewind_48,train/nosing/01 - The Final Rewind_48.wav,0,train
1964,01 - The Final Rewind_49,train/sing/01 - The Final Rewind_49.wav,1,train
1965,01 - The Final Rewind_50,train/nosing/01 - The Final Rewind_50.wav,0,train
1966,01 - The Final Rewind_51,train/sing/01 - The Final Rewind_51.wav,1,train
1967,01 - The Final Rewind_52,train/nosing/01 - The Final Rewind_52.wav,0,train
1968,01 - The Final Rewind_53,train/sing/01 - The Final Rewind_53.wav,1,train
1969,01 - The Final Rewind_54,train/nosing/01 - The Final Rewind_54.wav,0,train
1970,01 - The Final Rewind_55,train/sing/01 - The Final Rewind_55.wav,1,train
1971,01 - The Final Rewind_56,train/nosing/01 - The Final Rewind_56.wav,0,train
1972,01 - Sunlight_0,train/nosing/01 - Sunlight_0.wav,0,train
1973,01 - Sunlight_1,train/sing/01 - Sunlight_1.wav,1,train
1974,01 - Sunlight_2,train/nosing/01 - Sunlight_2.wav,0,train
1975,01 - Sunlight_3,train/sing/01 - Sunlight_3.wav,1,train
1976,01 - Sunlight_4,train/nosing/01 - Sunlight_4.wav,0,train
1977,01 - Sunlight_5,train/sing/01 - Sunlight_5.wav,1,train
1978,01 - Sunlight_6,train/nosing/01 - Sunlight_6.wav,0,train
1979,01 - Sunlight_7,train/sing/01 - Sunlight_7.wav,1,train
1980,01 - Sunlight_8,train/nosing/01 - Sunlight_8.wav,0,train
1981,01 - Sunlight_9,train/sing/01 - Sunlight_9.wav,1,train
1982,01 - Sunlight_10,train/nosing/01 - Sunlight_10.wav,0,train
1983,01 - Sunlight_11,train/sing/01 - Sunlight_11.wav,1,train
1984,01 - Sunlight_12,train/nosing/01 - Sunlight_12.wav,0,train
1985,01 - Sunlight_13,train/sing/01 - Sunlight_13.wav,1,train
1986,01 - Sunlight_14,train/nosing/01 - Sunlight_14.wav,0,train
1987,01 - Sunlight_15,train/sing/01 - Sunlight_15.wav,1,train
1988,01 - Sunlight_16,train/nosing/01 - Sunlight_16.wav,0,train
1989,01 - Sunlight_17,train/sing/01 - Sunlight_17.wav,1,train
1990,01 - Sunlight_18,train/nosing/01 - Sunlight_18.wav,0,train
1991,01 - Sunlight_19,train/sing/01 - Sunlight_19.wav,1,train
1992,01 - Sunlight_20,train/nosing/01 - Sunlight_20.wav,0,train
1993,01 - Sunlight_21,train/sing/01 - Sunlight_21.wav,1,train
1994,01 - Sunlight_22,train/nosing/01 - Sunlight_22.wav,0,train
1995,01 - Sunlight_23,train/sing/01 - Sunlight_23.wav,1,train
1996,01 - Sunlight_24,train/nosing/01 - Sunlight_24.wav,0,train
1997,01 - Sunlight_25,train/sing/01 - Sunlight_25.wav,1,train
1998,01 - Sunlight_26,train/nosing/01 - Sunlight_26.wav,0,train
1999,01 - Sunlight_27,train/sing/01 - Sunlight_27.wav,1,train
2000,01 - Sunlight_28,train/nosing/01 - Sunlight_28.wav,0,train
2001,01 - Sunlight_29,train/sing/01 - Sunlight_29.wav,1,train
2002,01 - Sunlight_30,train/nosing/01 - Sunlight_30.wav,0,train
2003,01 - Sunlight_31,train/sing/01 - Sunlight_31.wav,1,train
2004,01 - Sunlight_32,train/nosing/01 - Sunlight_32.wav,0,train
2005,01 - Sunlight_33,train/sing/01 - Sunlight_33.wav,1,train
2006,01 - Sunlight_34,train/nosing/01 - Sunlight_34.wav,0,train
2007,01 - Sunlight_35,train/sing/01 - Sunlight_35.wav,1,train
2008,01 - Sunlight_36,train/nosing/01 - Sunlight_36.wav,0,train
2009,01 - Sunlight_37,train/sing/01 - Sunlight_37.wav,1,train
2010,01 - Sunlight_38,train/nosing/01 - Sunlight_38.wav,0,train
2011,01 - Sunlight_39,train/sing/01 - Sunlight_39.wav,1,train
2012,01 - Sunlight_40,train/nosing/01 - Sunlight_40.wav,0,train
2013,01 - Sunlight_41,train/sing/01 - Sunlight_41.wav,1,train
2014,01 - Sunlight_42,train/nosing/01 - Sunlight_42.wav,0,train
2015,01 - Sunlight_43,train/sing/01 - Sunlight_43.wav,1,train
2016,01 - Sunlight_44,train/nosing/01 - Sunlight_44.wav,0,train
2017,01 - Sunlight_45,train/sing/01 - Sunlight_45.wav,1,train
2018,01 - Sunlight_46,train/nosing/01 - Sunlight_46.wav,0,train
2019,01 - Sunlight_47,train/sing/01 - Sunlight_47.wav,1,train
2020,01 - Sunlight_48,train/nosing/01 - Sunlight_48.wav,0,train
2021,01 - Seven Months_0,train/nosing/01 - Seven Months_0.wav,0,train
2022,01 - Seven Months_1,train/sing/01 - Seven Months_1.wav,1,train
2023,01 - Seven Months_2,train/nosing/01 - Seven Months_2.wav,0,train
2024,01 - Seven Months_3,train/sing/01 - Seven Months_3.wav,1,train
2025,01 - Seven Months_4,train/nosing/01 - Seven Months_4.wav,0,train
2026,01 - Seven Months_5,train/sing/01 - Seven Months_5.wav,1,train
2027,01 - Seven Months_6,train/nosing/01 - Seven Months_6.wav,0,train
2028,01 - Seven Months_7,train/sing/01 - Seven Months_7.wav,1,train
2029,01 - Seven Months_8,train/nosing/01 - Seven Months_8.wav,0,train
2030,01 - Seven Months_9,train/sing/01 - Seven Months_9.wav,1,train
2031,01 - Seven Months_10,train/nosing/01 - Seven Months_10.wav,0,train
2032,01 - Seven Months_11,train/sing/01 - Seven Months_11.wav,1,train
2033,01 - Seven Months_12,train/nosing/01 - Seven Months_12.wav,0,train
2034,01 - Seven Months_13,train/sing/01 - Seven Months_13.wav,1,train
2035,01 - Seven Months_14,train/nosing/01 - Seven Months_14.wav,0,train
2036,01 - Seven Months_15,train/sing/01 - Seven Months_15.wav,1,train
2037,01 - Seven Months_16,train/nosing/01 - Seven Months_16.wav,0,train
2038,01 - Seven Months_17,train/sing/01 - Seven Months_17.wav,1,train
2039,01 - Seven Months_18,train/nosing/01 - Seven Months_18.wav,0,train
2040,01 - Seven Months_19,train/sing/01 - Seven Months_19.wav,1,train
2041,01 - Seven Months_20,train/nosing/01 - Seven Months_20.wav,0,train
2042,01 - Seven Months_21,train/sing/01 - Seven Months_21.wav,1,train
2043,01 - Seven Months_22,train/nosing/01 - Seven Months_22.wav,0,train
2044,01 - Seven Months_23,train/sing/01 - Seven Months_23.wav,1,train
2045,01 - Seven Months_24,train/nosing/01 - Seven Months_24.wav,0,train
2046,01 - Seven Months_25,train/sing/01 - Seven Months_25.wav,1,train
2047,01 - Seven Months_26,train/nosing/01 - Seven Months_26.wav,0,train
2048,01 - Seven Months_27,train/sing/01 - Seven Months_27.wav,1,train
2049,01 - Seven Months_28,train/nosing/01 - Seven Months_28.wav,0,train
2050,01 - Seven Months_29,train/sing/01 - Seven Months_29.wav,1,train
2051,01 - Seven Months_30,train/nosing/01 - Seven Months_30.wav,0,train
2052,01 - Seven Months_31,train/sing/01 - Seven Months_31.wav,1,train
2053,01 - Seven Months_32,train/nosing/01 - Seven Months_32.wav,0,train
2054,01 - Seven Months_33,train/sing/01 - Seven Months_33.wav,1,train
2055,01 - Seven Months_34,train/nosing/01 - Seven Months_34.wav,0,train
2056,01 - Seven Months_35,train/sing/01 - Seven Months_35.wav,1,train
2057,01 - Seven Months_36,train/nosing/01 - Seven Months_36.wav,0,train
2058,01 - Seven Months_37,train/sing/01 - Seven Months_37.wav,1,train
2059,01 - Seven Months_38,train/nosing/01 - Seven Months_38.wav,0,train
2060,01 - Perdre le Nord_0,train/nosing/01 - Perdre le Nord_0.wav,0,train
2061,01 - Perdre le Nord_1,train/sing/01 - Perdre le Nord_1.wav,1,train
2062,01 - Perdre le Nord_2,train/nosing/01 - Perdre le Nord_2.wav,0,train
2063,01 - Perdre le Nord_3,train/sing/01 - Perdre le Nord_3.wav,1,train
2064,01 - Perdre le Nord_4,train/nosing/01 - Perdre le Nord_4.wav,0,train
2065,01 - Perdre le Nord_5,train/sing/01 - Perdre le Nord_5.wav,1,train
2066,01 - Perdre le Nord_6,train/nosing/01 - Perdre le Nord_6.wav,0,train
2067,01 - Perdre le Nord_7,train/sing/01 - Perdre le Nord_7.wav,1,train
2068,01 - Perdre le Nord_8,train/nosing/01 - Perdre le Nord_8.wav,0,train
2069,01 - Perdre le Nord_9,train/sing/01 - Perdre le Nord_9.wav,1,train
2070,01 - Perdre le Nord_10,train/nosing/01 - Perdre le Nord_10.wav,0,train
2071,01 - Perdre le Nord_11,train/sing/01 - Perdre le Nord_11.wav,1,train
2072,01 - Perdre le Nord_12,train/nosing/01 - Perdre le Nord_12.wav,0,train
2073,01 - Perdre le Nord_13,train/sing/01 - Perdre le Nord_13.wav,1,train
2074,01 - Perdre le Nord_14,train/nosing/01 - Perdre le Nord_14.wav,0,train
2075,01 - Perdre le Nord_15,train/sing/01 - Perdre le Nord_15.wav,1,train
2076,01 - Perdre le Nord_16,train/nosing/01 - Perdre le Nord_16.wav,0,train
2077,01 - Perdre le Nord_17,train/sing/01 - Perdre le Nord_17.wav,1,train
2078,01 - Perdre le Nord_18,train/nosing/01 - Perdre le Nord_18.wav,0,train
2079,01 - Perdre le Nord_19,train/sing/01 - Perdre le Nord_19.wav,1,train
2080,01 - Perdre le Nord_20,train/nosing/01 - Perdre le Nord_20.wav,0,train
2081,01 - Perdre le Nord_21,train/sing/01 - Perdre le Nord_21.wav,1,train
2082,01 - Perdre le Nord_22,train/nosing/01 - Perdre le Nord_22.wav,0,train
2083,01 - Perdre le Nord_23,train/sing/01 - Perdre le Nord_23.wav,1,train
2084,01 - Perdre le Nord_24,train/nosing/01 - Perdre le Nord_24.wav,0,train
2085,01 - Perdre le Nord_25,train/sing/01 - Perdre le Nord_25.wav,1,train
2086,01 - Perdre le Nord_26,train/nosing/01 - Perdre le Nord_26.wav,0,train
2087,01 - Perdre le Nord_27,train/sing/01 - Perdre le Nord_27.wav,1,train
2088,01 - Perdre le Nord_28,train/nosing/01 - Perdre le Nord_28.wav,0,train
2089,01 - Perdre le Nord_29,train/sing/01 - Perdre le Nord_29.wav,1,train
2090,01 - Perdre le Nord_30,train/nosing/01 - Perdre le Nord_30.wav,0,train
2091,01 - Perdre le Nord_31,train/sing/01 - Perdre le Nord_31.wav,1,train
2092,01 - Perdre le Nord_32,train/nosing/01 - Perdre le Nord_32.wav,0,train
2093,01 - Perdre le Nord_33,train/sing/01 - Perdre le Nord_33.wav,1,train
2094,01 - Perdre le Nord_34,train/nosing/01 - Perdre le Nord_34.wav,0,train
2095,01 - Perdre le Nord_35,train/sing/01 - Perdre le Nord_35.wav,1,train
2096,01 - Perdre le Nord_36,train/nosing/01 - Perdre le Nord_36.wav,0,train
2097,01 - Perdre le Nord_37,train/sing/01 - Perdre le Nord_37.wav,1,train
2098,01 - Perdre le Nord_38,train/nosing/01 - Perdre le Nord_38.wav,0,train
2099,01 - Perdre le Nord_39,train/sing/01 - Perdre le Nord_39.wav,1,train
2100,01 - Perdre le Nord_40,train/nosing/01 - Perdre le Nord_40.wav,0,train
2101,01 - Perdre le Nord_41,train/sing/01 - Perdre le Nord_41.wav,1,train
2102,01 - Perdre le Nord_42,train/nosing/01 - Perdre le Nord_42.wav,0,train
2103,01 - Perdre le Nord_43,train/sing/01 - Perdre le Nord_43.wav,1,train
2104,01 - Perdre le Nord_44,train/nosing/01 - Perdre le Nord_44.wav,0,train
2105,01 - Perdre le Nord_45,train/sing/01 - Perdre le Nord_45.wav,1,train
2106,01 - Perdre le Nord_46,train/nosing/01 - Perdre le Nord_46.wav,0,train
2107,01 - Perdre le Nord_47,train/sing/01 - Perdre le Nord_47.wav,1,train
2108,01 - Perdre le Nord_48,train/nosing/01 - Perdre le Nord_48.wav,0,train
2109,01 - Perdre le Nord_49,train/sing/01 - Perdre le Nord_49.wav,1,train
2110,01 - Perdre le Nord_50,train/nosing/01 - Perdre le Nord_50.wav,0,train
2111,01 - Perdre le Nord_51,train/sing/01 - Perdre le Nord_51.wav,1,train
2112,01 - Perdre le Nord_52,train/nosing/01 - Perdre le Nord_52.wav,0,train
2113,01 - Perdre le Nord_53,train/sing/01 - Perdre le Nord_53.wav,1,train
2114,01 - Perdre le Nord_54,train/nosing/01 - Perdre le Nord_54.wav,0,train
2115,01 - Perdre le Nord_55,train/sing/01 - Perdre le Nord_55.wav,1,train
2116,01 - Perdre le Nord_56,train/nosing/01 - Perdre le Nord_56.wav,0,train
2117,01 - Perdre le Nord_57,train/sing/01 - Perdre le Nord_57.wav,1,train
2118,01 - Perdre le Nord_58,train/nosing/01 - Perdre le Nord_58.wav,0,train
2119,01 - Perdre le Nord_59,train/sing/01 - Perdre le Nord_59.wav,1,train
2120,01 - Perdre le Nord_60,train/nosing/01 - Perdre le Nord_60.wav,0,train
2121,01 - Perdre le Nord_61,train/sing/01 - Perdre le Nord_61.wav,1,train
2122,01 - Perdre le Nord_62,train/nosing/01 - Perdre le Nord_62.wav,0,train
2123,01 - Perdre le Nord_63,train/sing/01 - Perdre le Nord_63.wav,1,train
